subject,relation,object
榆林市,暴雨洪涝造成了损失,灌溉设施
榆林市,暴雨洪涝造成了损失,水文测站
榆林市,暴雨洪涝造成了损失,机电井
榆林市,暴雨洪涝造成了损失,机电泵站
榆林市,暴雨洪涝造成了损失,塘坝
杨凌区,暴雨洪涝造成了损失,人
杨凌区,暴雨洪涝造成了损失,房屋
杨凌区,暴雨洪涝造成了损失,农作物
杨凌区,暴雨洪涝造成了损失,农田
杨凌区,暴雨洪涝造成了损失,电力
杨凌区,暴雨洪涝造成了损失,通讯
杨凌区,暴雨洪涝造成了损失,交通
杨凌区,暴雨洪涝造成了损失,水利工程
杨凌区,暴雨洪涝造成了损失,水库
杨凌区,暴雨洪涝造成了损失,水电站
杨凌区,暴雨洪涝造成了损失,堤防
杨凌区,暴雨洪涝造成了损失,供水工程
杨凌区,暴雨洪涝造成了损失,护岸
杨凌区,暴雨洪涝造成了损失,水闸
杨凌区,暴雨洪涝造成了损失,灌溉设施
杨凌区,暴雨洪涝造成了损失,水文测站
杨凌区,暴雨洪涝造成了损失,机电井
杨凌区,暴雨洪涝造成了损失,机电泵站
杨凌区,暴雨洪涝造成了损失,塘坝
安康市,暴雨洪涝造成了损失,人
安康市,暴雨洪涝造成了损失,房屋
安康市,暴雨洪涝造成了损失,农作物
安康市,暴雨洪涝造成了损失,农田
安康市,暴雨洪涝造成了损失,电力
安康市,暴雨洪涝造成了损失,通讯
安康市,暴雨洪涝造成了损失,交通
安康市,暴雨洪涝造成了损失,水利工程
安康市,暴雨洪涝造成了损失,水库
安康市,暴雨洪涝造成了损失,水电站
安康市,暴雨洪涝造成了损失,堤防
安康市,暴雨洪涝造成了损失,供水工程
安康市,暴雨洪涝造成了损失,护岸
安康市,暴雨洪涝造成了损失,水闸
安康市,暴雨洪涝造成了损失,灌溉设施
安康市,暴雨洪涝造成了损失,水文测站
安康市,暴雨洪涝造成了损失,机电井
安康市,暴雨洪涝造成了损失,机电泵站
安康市,暴雨洪涝造成了损失,塘坝
城区,暴雨洪涝造成了损失,人
城区,暴雨洪涝造成了损失,房屋
城区,暴雨洪涝造成了损失,农作物
城区,暴雨洪涝造成了损失,农田
城区,暴雨洪涝造成了损失,电力
城区,暴雨洪涝造成了损失,通讯
城区,暴雨洪涝造成了损失,交通
城区,暴雨洪涝造成了损失,水利工程
城区,暴雨洪涝造成了损失,水库
城区,暴雨洪涝造成了损失,水电站
城区,暴雨洪涝造成了损失,堤防
城区,暴雨洪涝造成了损失,供水工程
城区,暴雨洪涝造成了损失,护岸
城区,暴雨洪涝造成了损失,水闸
城区,暴雨洪涝造成了损失,灌溉设施
城区,暴雨洪涝造成了损失,水文测站
城区,暴雨洪涝造成了损失,机电井
城区,暴雨洪涝造成了损失,机电泵站
城区,暴雨洪涝造成了损失,塘坝
东坝,暴雨洪涝造成了损失,人
东坝,暴雨洪涝造成了损失,房屋
东坝,暴雨洪涝造成了损失,农作物
东坝,暴雨洪涝造成了损失,农田
东坝,暴雨洪涝造成了损失,电力
东坝,暴雨洪涝造成了损失,通讯
东坝,暴雨洪涝造成了损失,交通
东坝,暴雨洪涝造成了损失,水利工程
东坝,暴雨洪涝造成了损失,水库
东坝,暴雨洪涝造成了损失,水电站
东坝,暴雨洪涝造成了损失,堤防
东坝,暴雨洪涝造成了损失,供水工程
东坝,暴雨洪涝造成了损失,护岸
东坝,暴雨洪涝造成了损失,水闸
东坝,暴雨洪涝造成了损失,灌溉设施
东坝,暴雨洪涝造成了损失,水文测站
东坝,暴雨洪涝造成了损失,机电井
东坝,暴雨洪涝造成了损失,机电泵站
东坝,暴雨洪涝造成了损失,塘坝
白河,暴雨洪涝造成了损失,人
白河,暴雨洪涝造成了损失,房屋
白河,暴雨洪涝造成了损失,农作物
白河,暴雨洪涝造成了损失,农田
白河,暴雨洪涝造成了损失,电力
白河,暴雨洪涝造成了损失,通讯
白河,暴雨洪涝造成了损失,交通
白河,暴雨洪涝造成了损失,水利工程
白河,暴雨洪涝造成了损失,水库
白河,暴雨洪涝造成了损失,水电站
白河,暴雨洪涝造成了损失,堤防
白河,暴雨洪涝造成了损失,供水工程
白河,暴雨洪涝造成了损失,护岸
白河,暴雨洪涝造成了损失,水闸
白河,暴雨洪涝造成了损失,灌溉设施
白河,暴雨洪涝造成了损失,水文测站
白河,暴雨洪涝造成了损失,机电井
白河,暴雨洪涝造成了损失,机电泵站
白河,暴雨洪涝造成了损失,塘坝
旬阳,暴雨洪涝造成了损失,人
旬阳,暴雨洪涝造成了损失,房屋
旬阳,暴雨洪涝造成了损失,农作物
旬阳,暴雨洪涝造成了损失,农田
旬阳,暴雨洪涝造成了损失,电力
旬阳,暴雨洪涝造成了损失,通讯
旬阳,暴雨洪涝造成了损失,交通
旬阳,暴雨洪涝造成了损失,水利工程
旬阳,暴雨洪涝造成了损失,水库
旬阳,暴雨洪涝造成了损失,水电站
旬阳,暴雨洪涝造成了损失,堤防
旬阳,暴雨洪涝造成了损失,供水工程
旬阳,暴雨洪涝造成了损失,护岸
旬阳,暴雨洪涝造成了损失,水闸
旬阳,暴雨洪涝造成了损失,灌溉设施
旬阳,暴雨洪涝造成了损失,水文测站
旬阳,暴雨洪涝造成了损失,机电井
旬阳,暴雨洪涝造成了损失,机电泵站
旬阳,暴雨洪涝造成了损失,塘坝
镇巴,暴雨洪涝造成了损失,人
镇巴,暴雨洪涝造成了损失,房屋
镇巴,暴雨洪涝造成了损失,农作物
镇巴,暴雨洪涝造成了损失,农田
镇巴,暴雨洪涝造成了损失,电力
镇巴,暴雨洪涝造成了损失,通讯
镇巴,暴雨洪涝造成了损失,交通
镇巴,暴雨洪涝造成了损失,水利工程
镇巴,暴雨洪涝造成了损失,水库
镇巴,暴雨洪涝造成了损失,水电站
镇巴,暴雨洪涝造成了损失,堤防
镇巴,暴雨洪涝造成了损失,供水工程
镇巴,暴雨洪涝造成了损失,护岸
镇巴,暴雨洪涝造成了损失,水闸
镇巴,暴雨洪涝造成了损失,灌溉设施
镇巴,暴雨洪涝造成了损失,水文测站
镇巴,暴雨洪涝造成了损失,机电井
镇巴,暴雨洪涝造成了损失,机电泵站
镇巴,暴雨洪涝造成了损失,塘坝
铜川市,暴雨洪涝造成了损失,人
铜川市,暴雨洪涝造成了损失,房屋
铜川市,暴雨洪涝造成了损失,农作物
铜川市,暴雨洪涝造成了损失,农田
铜川市,暴雨洪涝造成了损失,电力
铜川市,暴雨洪涝造成了损失,通讯
铜川市,暴雨洪涝造成了损失,交通
铜川市,暴雨洪涝造成了损失,水利工程
铜川市,暴雨洪涝造成了损失,水库
铜川市,暴雨洪涝造成了损失,水电站
铜川市,暴雨洪涝造成了损失,堤防
铜川市,暴雨洪涝造成了损失,供水工程
铜川市,暴雨洪涝造成了损失,护岸
铜川市,暴雨洪涝造成了损失,水闸
铜川市,暴雨洪涝造成了损失,灌溉设施
铜川市,暴雨洪涝造成了损失,水文测站
铜川市,暴雨洪涝造成了损失,机电井
铜川市,暴雨洪涝造成了损失,机电泵站
铜川市,暴雨洪涝造成了损失,塘坝
陇县,暴雨洪涝造成了损失,人
陇县,暴雨洪涝造成了损失,房屋
陇县,暴雨洪涝造成了损失,农作物
陇县,暴雨洪涝造成了损失,农田
陇县,暴雨洪涝造成了损失,电力
陇县,暴雨洪涝造成了损失,通讯
陇县,暴雨洪涝造成了损失,交通
陇县,暴雨洪涝造成了损失,水利工程
陇县,暴雨洪涝造成了损失,水库
陇县,暴雨洪涝造成了损失,水电站
陇县,暴雨洪涝造成了损失,堤防
陇县,暴雨洪涝造成了损失,供水工程
陇县,暴雨洪涝造成了损失,护岸
陇县,暴雨洪涝造成了损失,水闸
陇县,暴雨洪涝造成了损失,灌溉设施
陇县,暴雨洪涝造成了损失,水文测站
陇县,暴雨洪涝造成了损失,机电井
陇县,暴雨洪涝造成了损失,机电泵站
陇县,暴雨洪涝造成了损失,塘坝
大荔,暴雨洪涝造成了损失,人
大荔,暴雨洪涝造成了损失,房屋
大荔,暴雨洪涝造成了损失,农作物
大荔,暴雨洪涝造成了损失,农田
大荔,暴雨洪涝造成了损失,电力
大荔,暴雨洪涝造成了损失,通讯
大荔,暴雨洪涝造成了损失,交通
大荔,暴雨洪涝造成了损失,水利工程
大荔,暴雨洪涝造成了损失,水库
大荔,暴雨洪涝造成了损失,水电站
大荔,暴雨洪涝造成了损失,堤防
大荔,暴雨洪涝造成了损失,供水工程
大荔,暴雨洪涝造成了损失,护岸
大荔,暴雨洪涝造成了损失,水闸
大荔,暴雨洪涝造成了损失,灌溉设施
大荔,暴雨洪涝造成了损失,水文测站
大荔,暴雨洪涝造成了损失,机电井
大荔,暴雨洪涝造成了损失,机电泵站
大荔,暴雨洪涝造成了损失,塘坝
华阴,暴雨洪涝造成了损失,人
华阴,暴雨洪涝造成了损失,房屋
华阴,暴雨洪涝造成了损失,农作物
华阴,暴雨洪涝造成了损失,农田
华阴,暴雨洪涝造成了损失,电力
华阴,暴雨洪涝造成了损失,通讯
华阴,暴雨洪涝造成了损失,交通
华阴,暴雨洪涝造成了损失,水利工程
华阴,暴雨洪涝造成了损失,水库
华阴,暴雨洪涝造成了损失,水电站
华阴,暴雨洪涝造成了损失,堤防
华阴,暴雨洪涝造成了损失,供水工程
华阴,暴雨洪涝造成了损失,护岸
华阴,暴雨洪涝造成了损失,水闸
华阴,暴雨洪涝造成了损失,灌溉设施
华阴,暴雨洪涝造成了损失,水文测站
华阴,暴雨洪涝造成了损失,机电井
华阴,暴雨洪涝造成了损失,机电泵站
华阴,暴雨洪涝造成了损失,塘坝
岚皋,暴雨洪涝造成了损失,人
岚皋,暴雨洪涝造成了损失,房屋
岚皋,暴雨洪涝造成了损失,农作物
岚皋,暴雨洪涝造成了损失,农田
岚皋,暴雨洪涝造成了损失,电力
岚皋,暴雨洪涝造成了损失,通讯
岚皋,暴雨洪涝造成了损失,交通
岚皋,暴雨洪涝造成了损失,水利工程
岚皋,暴雨洪涝造成了损失,水库
岚皋,暴雨洪涝造成了损失,水电站
岚皋,暴雨洪涝造成了损失,堤防
岚皋,暴雨洪涝造成了损失,供水工程
岚皋,暴雨洪涝造成了损失,护岸
岚皋,暴雨洪涝造成了损失,水闸
岚皋,暴雨洪涝造成了损失,灌溉设施
岚皋,暴雨洪涝造成了损失,水文测站
岚皋,暴雨洪涝造成了损失,机电井
岚皋,暴雨洪涝造成了损失,机电泵站
岚皋,暴雨洪涝造成了损失,塘坝
汉滨,暴雨洪涝造成了损失,人
汉滨,暴雨洪涝造成了损失,房屋
汉滨,暴雨洪涝造成了损失,农作物
汉滨,暴雨洪涝造成了损失,农田
汉滨,暴雨洪涝造成了损失,电力
汉滨,暴雨洪涝造成了损失,通讯
汉滨,暴雨洪涝造成了损失,交通
汉滨,暴雨洪涝造成了损失,水利工程
汉滨,暴雨洪涝造成了损失,水库
汉滨,暴雨洪涝造成了损失,水电站
汉滨,暴雨洪涝造成了损失,堤防
汉滨,暴雨洪涝造成了损失,供水工程
汉滨,暴雨洪涝造成了损失,护岸
汉滨,暴雨洪涝造成了损失,水闸
汉滨,暴雨洪涝造成了损失,灌溉设施
汉滨,暴雨洪涝造成了损失,水文测站
汉滨,暴雨洪涝造成了损失,机电井
汉滨,暴雨洪涝造成了损失,机电泵站
汉滨,暴雨洪涝造成了损失,塘坝
紫阳,暴雨洪涝造成了损失,人
紫阳,暴雨洪涝造成了损失,房屋
紫阳,暴雨洪涝造成了损失,农作物
紫阳,暴雨洪涝造成了损失,农田
紫阳,暴雨洪涝造成了损失,电力
紫阳,暴雨洪涝造成了损失,通讯
紫阳,暴雨洪涝造成了损失,交通
紫阳,暴雨洪涝造成了损失,水利工程
紫阳,暴雨洪涝造成了损失,水库
紫阳,暴雨洪涝造成了损失,水电站
紫阳,暴雨洪涝造成了损失,堤防
紫阳,暴雨洪涝造成了损失,供水工程
紫阳,暴雨洪涝造成了损失,护岸
紫阳,暴雨洪涝造成了损失,水闸
紫阳,暴雨洪涝造成了损失,灌溉设施
紫阳,暴雨洪涝造成了损失,水文测站
紫阳,暴雨洪涝造成了损失,机电井
紫阳,暴雨洪涝造成了损失,机电泵站
紫阳,暴雨洪涝造成了损失,塘坝
丹凤,暴雨洪涝造成了损失,人
丹凤,暴雨洪涝造成了损失,房屋
丹凤,暴雨洪涝造成了损失,农作物
丹凤,暴雨洪涝造成了损失,农田
丹凤,暴雨洪涝造成了损失,电力
丹凤,暴雨洪涝造成了损失,通讯
丹凤,暴雨洪涝造成了损失,交通
丹凤,暴雨洪涝造成了损失,水利工程
丹凤,暴雨洪涝造成了损失,水库
丹凤,暴雨洪涝造成了损失,水电站
丹凤,暴雨洪涝造成了损失,堤防
丹凤,暴雨洪涝造成了损失,供水工程
丹凤,暴雨洪涝造成了损失,护岸
丹凤,暴雨洪涝造成了损失,水闸
丹凤,暴雨洪涝造成了损失,灌溉设施
丹凤,暴雨洪涝造成了损失,水文测站
丹凤,暴雨洪涝造成了损失,机电井
丹凤,暴雨洪涝造成了损失,机电泵站
丹凤,暴雨洪涝造成了损失,塘坝
7月,暴雨洪涝发生于,陕西省
7月,暴雨洪涝发生于,陕西
7月,暴雨洪涝发生于,榆林市
7月,暴雨洪涝发生于,杨凌区
7月,暴雨洪涝发生于,安康市
7月,暴雨洪涝发生于,城区
7月,暴雨洪涝发生于,东坝
7月,暴雨洪涝发生于,白河
7月,暴雨洪涝发生于,旬阳
7月,暴雨洪涝发生于,镇巴
7月,暴雨洪涝发生于,铜川市
7月,暴雨洪涝发生于,陇县
7月,暴雨洪涝发生于,大荔
7月,暴雨洪涝发生于,华阴
7月,暴雨洪涝发生于,岚皋
7月,暴雨洪涝发生于,汉滨
7月,暴雨洪涝发生于,紫阳
7月,暴雨洪涝发生于,丹凤
7月,暴雨洪涝造成了损失,人
7月,暴雨洪涝造成了损失,房屋
7月,暴雨洪涝造成了损失,农作物
7月,暴雨洪涝造成了损失,农田
7月,暴雨洪涝造成了损失,电力
7月,暴雨洪涝造成了损失,通讯
7月,暴雨洪涝造成了损失,交通
7月,暴雨洪涝造成了损失,水利工程
7月,暴雨洪涝造成了损失,水库
7月,暴雨洪涝造成了损失,水电站
7月,暴雨洪涝造成了损失,堤防
7月,暴雨洪涝造成了损失,供水工程
7月,暴雨洪涝造成了损失,护岸
7月,暴雨洪涝造成了损失,水闸
7月,暴雨洪涝造成了损失,灌溉设施
7月,暴雨洪涝造成了损失,水文测站
7月,暴雨洪涝造成了损失,机电井
7月,暴雨洪涝造成了损失,机电泵站
7月,暴雨洪涝造成了损失,塘坝
8月18日,暴雨洪涝发生于,陕西省
8月18日,暴雨洪涝发生于,陕西
8月18日,暴雨洪涝发生于,榆林市
8月18日,暴雨洪涝发生于,杨凌区
8月18日,暴雨洪涝发生于,安康市
8月18日,暴雨洪涝发生于,城区
8月18日,暴雨洪涝发生于,东坝
8月18日,暴雨洪涝发生于,白河
8月18日,暴雨洪涝发生于,旬阳
8月18日,暴雨洪涝发生于,镇巴
8月18日,暴雨洪涝发生于,铜川市
8月18日,暴雨洪涝发生于,陇县
8月18日,暴雨洪涝发生于,大荔
8月18日,暴雨洪涝发生于,华阴
8月18日,暴雨洪涝发生于,岚皋
8月18日,暴雨洪涝发生于,汉滨
8月18日,暴雨洪涝发生于,紫阳
8月18日,暴雨洪涝发生于,丹凤
8月18日,暴雨洪涝造成了损失,人
8月18日,暴雨洪涝造成了损失,房屋
8月18日,暴雨洪涝造成了损失,农作物
8月18日,暴雨洪涝造成了损失,农田
8月18日,暴雨洪涝造成了损失,电力
8月18日,暴雨洪涝造成了损失,通讯
8月18日,暴雨洪涝造成了损失,交通
8月18日,暴雨洪涝造成了损失,水利工程
8月18日,暴雨洪涝造成了损失,水库
8月18日,暴雨洪涝造成了损失,水电站
8月18日,暴雨洪涝造成了损失,堤防
8月18日,暴雨洪涝造成了损失,供水工程
8月18日,暴雨洪涝造成了损失,护岸
8月18日,暴雨洪涝造成了损失,水闸
8月18日,暴雨洪涝造成了损失,灌溉设施
8月18日,暴雨洪涝造成了损失,水文测站
8月18日,暴雨洪涝造成了损失,机电井
8月18日,暴雨洪涝造成了损失,机电泵站
8月18日,暴雨洪涝造成了损失,塘坝
陕西省,暴雨洪涝造成了损失,人
陕西省,暴雨洪涝造成了损失,农作物
陕西省,暴雨洪涝造成了损失,玉米
陕西省,暴雨洪涝造成了损失,疏菜
陕西,暴雨洪涝造成了损失,人
陕西,暴雨洪涝造成了损失,农作物
陕西,暴雨洪涝造成了损失,玉米
陕西,暴雨洪涝造成了损失,疏菜
渭南,暴雨洪涝造成了损失,人
渭南,暴雨洪涝造成了损失,农作物
渭南,暴雨洪涝造成了损失,玉米
渭南,暴雨洪涝造成了损失,疏菜
西安,暴雨洪涝造成了损失,人
西安,暴雨洪涝造成了损失,农作物
西安,暴雨洪涝造成了损失,玉米
西安,暴雨洪涝造成了损失,疏菜
咸阳市,暴雨洪涝造成了损失,人
咸阳市,暴雨洪涝造成了损失,农作物
咸阳市,暴雨洪涝造成了损失,玉米
咸阳市,暴雨洪涝造成了损失,疏菜
21日,暴雨洪涝发生于,陕西省
21日,暴雨洪涝发生于,陕西
21日,暴雨洪涝发生于,渭南
21日,暴雨洪涝发生于,西安
21日,暴雨洪涝发生于,咸阳市
21日,暴雨洪涝造成了损失,人
21日,暴雨洪涝造成了损失,农作物
21日,暴雨洪涝造成了损失,玉米
21日,暴雨洪涝造成了损失,疏菜
9月4日,暴雨洪涝发生于,陕西省
9月4日,暴雨洪涝发生于,陕西
9月4日,暴雨洪涝发生于,渭南
9月4日,暴雨洪涝发生于,西安
9月4日,暴雨洪涝发生于,咸阳市
9月4日,暴雨洪涝造成了损失,人
9月4日,暴雨洪涝造成了损失,农作物
9月4日,暴雨洪涝造成了损失,玉米
9月4日,暴雨洪涝造成了损失,疏菜
陕西省,暴雨洪涝造成了损失,人
陕西省,暴雨洪涝造成了损失,房屋
陕西省,暴雨洪涝造成了损失,农作物
西安,暴雨洪涝造成了损失,人
西安,暴雨洪涝造成了损失,房屋
西安,暴雨洪涝造成了损失,农作物
汉中,暴雨洪涝造成了损失,人
汉中,暴雨洪涝造成了损失,房屋
汉中,暴雨洪涝造成了损失,农作物
陕西,暴雨洪涝造成了损失,人
陕西,暴雨洪涝造成了损失,房屋
陕西,暴雨洪涝造成了损失,农作物
陕南,暴雨洪涝造成了损失,人
陕南,暴雨洪涝造成了损失,房屋
陕南,暴雨洪涝造成了损失,农作物
渭南,暴雨洪涝造成了损失,人
渭南,暴雨洪涝造成了损失,房屋
渭南,暴雨洪涝造成了损失,农作物
铜川,暴雨洪涝造成了损失,人
铜川,暴雨洪涝造成了损失,房屋
铜川,暴雨洪涝造成了损失,农作物
安康,暴雨洪涝造成了损失,人
安康,暴雨洪涝造成了损失,房屋
安康,暴雨洪涝造成了损失,农作物
当日,暴雨洪涝发生于,陕西省
当日,暴雨洪涝发生于,西安
当日,暴雨洪涝发生于,汉中
当日,暴雨洪涝发生于,陕西
当日,暴雨洪涝发生于,陕南
当日,暴雨洪涝发生于,渭南
当日,暴雨洪涝发生于,铜川
当日,暴雨洪涝发生于,安康
当日,暴雨洪涝造成了损失,人
当日,暴雨洪涝造成了损失,房屋
当日,暴雨洪涝造成了损失,农作物
18日,暴雨洪涝发生于,陕西省
18日,暴雨洪涝发生于,西安
18日,暴雨洪涝发生于,汉中
18日,暴雨洪涝发生于,陕西
18日,暴雨洪涝发生于,陕南
18日,暴雨洪涝发生于,渭南
18日,暴雨洪涝发生于,铜川
18日,暴雨洪涝发生于,安康
18日,暴雨洪涝造成了损失,人
18日,暴雨洪涝造成了损失,房屋
18日,暴雨洪涝造成了损失,农作物
7月18日,暴雨洪涝发生于,陕西省
7月18日,暴雨洪涝发生于,西安
7月18日,暴雨洪涝发生于,汉中
7月18日,暴雨洪涝发生于,陕西
7月18日,暴雨洪涝发生于,陕南
7月18日,暴雨洪涝发生于,渭南
7月18日,暴雨洪涝发生于,铜川
7月18日,暴雨洪涝发生于,安康
7月18日,暴雨洪涝造成了损失,人
7月18日,暴雨洪涝造成了损失,房屋
7月18日,暴雨洪涝造成了损失,农作物
7月22日,暴雨洪涝发生于,陕西省
7月22日,暴雨洪涝发生于,西安
7月22日,暴雨洪涝发生于,汉中
7月22日,暴雨洪涝发生于,陕西
7月22日,暴雨洪涝发生于,陕南
7月22日,暴雨洪涝发生于,渭南
7月22日,暴雨洪涝发生于,铜川
7月22日,暴雨洪涝发生于,安康
7月22日,暴雨洪涝造成了损失,人
7月22日,暴雨洪涝造成了损失,房屋
7月22日,暴雨洪涝造成了损失,农作物
陕西,暴雨洪涝造成了损失,人
延安,暴雨洪涝造成了损失,人
陕西,暴雨洪涝造成了损失,人
子洲,暴雨洪涝造成了损失,人
子洲县,暴雨洪涝造成了损失,人
27日,暴雨洪涝发生于,陕西
27日,暴雨洪涝发生于,子洲
27日,暴雨洪涝发生于,子洲县
27日,暴雨洪涝造成了损失,人
7・26,暴雨洪涝发生于,陕西
7・26,暴雨洪涝发生于,子洲
7・26,暴雨洪涝发生于,子洲县
7・26,暴雨洪涝造成了损失,人
陕西省,暴雨洪涝造成了损失,人
陕西省,暴雨洪涝造成了损失,农作物
陕西省,暴雨洪涝造成了损失,房屋
陕西省,暴雨洪涝造成了损失,学校
陕西省,暴雨洪涝造成了损失,县级医院
陕西省,暴雨洪涝造成了损失,乡镇卫生院
陕西省,暴雨洪涝造成了损失,村卫生室
陕西省,暴雨洪涝造成了损失,体育场
陕西省,暴雨洪涝造成了损失,体育健身工程
陕西省,暴雨洪涝造成了损失,交通
陕西省,暴雨洪涝造成了损失,堤防
陕西省,暴雨洪涝造成了损失,电力
陕西省,暴雨洪涝造成了损失,通讯
陕西省,暴雨洪涝造成了损失,饮水
陕西省,暴雨洪涝造成了损失,工矿企业
陕西省,暴雨洪涝造成了损失,重点工业项目
安康市,暴雨洪涝造成了损失,人
安康市,暴雨洪涝造成了损失,农作物
安康市,暴雨洪涝造成了损失,房屋
安康市,暴雨洪涝造成了损失,学校
安康市,暴雨洪涝造成了损失,县级医院
安康市,暴雨洪涝造成了损失,乡镇卫生院
安康市,暴雨洪涝造成了损失,村卫生室
安康市,暴雨洪涝造成了损失,体育场
安康市,暴雨洪涝造成了损失,体育健身工程
安康市,暴雨洪涝造成了损失,交通
安康市,暴雨洪涝造成了损失,堤防
安康市,暴雨洪涝造成了损失,电力
安康市,暴雨洪涝造成了损失,通讯
安康市,暴雨洪涝造成了损失,饮水
安康市,暴雨洪涝造成了损失,工矿企业
安康市,暴雨洪涝造成了损失,重点工业项目
7月16日,暴雨洪涝发生于,陕西省
7月16日,暴雨洪涝发生于,安康市
7月16日,暴雨洪涝造成了损失,人
7月16日,暴雨洪涝造成了损失,农作物
7月16日,暴雨洪涝造成了损失,房屋
7月16日,暴雨洪涝造成了损失,学校
7月16日,暴雨洪涝造成了损失,县级医院
7月16日,暴雨洪涝造成了损失,乡镇卫生院
7月16日,暴雨洪涝造成了损失,村卫生室
7月16日,暴雨洪涝造成了损失,体育场
7月16日,暴雨洪涝造成了损失,体育健身工程
7月16日,暴雨洪涝造成了损失,交通
7月16日,暴雨洪涝造成了损失,堤防
7月16日,暴雨洪涝造成了损失,电力
7月16日,暴雨洪涝造成了损失,通讯
7月16日,暴雨洪涝造成了损失,饮水
7月16日,暴雨洪涝造成了损失,工矿企业
7月16日,暴雨洪涝造成了损失,重点工业项目
24日,暴雨洪涝发生于,陕西省
24日,暴雨洪涝发生于,安康市
24日,暴雨洪涝造成了损失,人
24日,暴雨洪涝造成了损失,农作物
24日,暴雨洪涝造成了损失,房屋
24日,暴雨洪涝造成了损失,学校
24日,暴雨洪涝造成了损失,县级医院
24日,暴雨洪涝造成了损失,乡镇卫生院
24日,暴雨洪涝造成了损失,村卫生室
24日,暴雨洪涝造成了损失,体育场
24日,暴雨洪涝造成了损失,体育健身工程
24日,暴雨洪涝造成了损失,交通
24日,暴雨洪涝造成了损失,堤防
24日,暴雨洪涝造成了损失,电力
24日,暴雨洪涝造成了损失,通讯
24日,暴雨洪涝造成了损失,饮水
24日,暴雨洪涝造成了损失,工矿企业
24日,暴雨洪涝造成了损失,重点工业项目
安康市,暴雨洪涝造成了损失,人
安康市,暴雨洪涝造成了损失,房屋
安康市,暴雨洪涝造成了损失,农作物
安康市,暴雨洪涝造成了损失,耕地
安康市,暴雨洪涝造成了损失,国道
安康市,暴雨洪涝造成了损失,省道
安康市,暴雨洪涝造成了损失,县道
安康市,暴雨洪涝造成了损失,乡道
安康市,暴雨洪涝造成了损失,村道
安康市,暴雨洪涝造成了损失,交通
安康市,暴雨洪涝造成了损失,供电线路
安康市,暴雨洪涝造成了损失,通信线路
安康市,暴雨洪涝造成了损失,堤防
安康市,暴雨洪涝造成了损失,水利基础设施
安康,暴雨洪涝造成了损失,人
安康,暴雨洪涝造成了损失,房屋
安康,暴雨洪涝造成了损失,农作物
安康,暴雨洪涝造成了损失,耕地
安康,暴雨洪涝造成了损失,国道
安康,暴雨洪涝造成了损失,省道
安康,暴雨洪涝造成了损失,县道
安康,暴雨洪涝造成了损失,乡道
安康,暴雨洪涝造成了损失,村道
安康,暴雨洪涝造成了损失,交通
安康,暴雨洪涝造成了损失,供电线路
安康,暴雨洪涝造成了损失,通信线路
安康,暴雨洪涝造成了损失,堤防
安康,暴雨洪涝造成了损失,水利基础设施
7月18日,暴雨洪涝发生于,安康市
7月18日,暴雨洪涝发生于,安康
7月18日,暴雨洪涝造成了损失,人
7月18日,暴雨洪涝造成了损失,房屋
7月18日,暴雨洪涝造成了损失,农作物
7月18日,暴雨洪涝造成了损失,耕地
7月18日,暴雨洪涝造成了损失,国道
7月18日,暴雨洪涝造成了损失,省道
7月18日,暴雨洪涝造成了损失,县道
7月18日,暴雨洪涝造成了损失,乡道
7月18日,暴雨洪涝造成了损失,村道
7月18日,暴雨洪涝造成了损失,交通
7月18日,暴雨洪涝造成了损失,供电线路
7月18日,暴雨洪涝造成了损失,通信线路
7月18日,暴雨洪涝造成了损失,堤防
7月18日,暴雨洪涝造成了损失,水利基础设施
陕西省,暴雨洪涝造成了损失,房屋
陕西省,暴雨洪涝造成了损失,华阳保护站
陕西省,暴雨洪涝造成了损失,办公楼
陕西省,暴雨洪涝造成了损失,招待所
陕西,暴雨洪涝造成了损失,房屋
陕西,暴雨洪涝造成了损失,华阳保护站
陕西,暴雨洪涝造成了损失,办公楼
陕西,暴雨洪涝造成了损失,招待所
铜川,暴雨洪涝造成了损失,房屋
铜川,暴雨洪涝造成了损失,华阳保护站
铜川,暴雨洪涝造成了损失,办公楼
铜川,暴雨洪涝造成了损失,招待所
汉中,暴雨洪涝造成了损失,房屋
汉中,暴雨洪涝造成了损失,华阳保护站
汉中,暴雨洪涝造成了损失,办公楼
汉中,暴雨洪涝造成了损失,招待所
西安,暴雨洪涝造成了损失,房屋
西安,暴雨洪涝造成了损失,华阳保护站
西安,暴雨洪涝造成了损失,办公楼
西安,暴雨洪涝造成了损失,招待所
长青国家级自然保护区华阳保护站,暴雨洪涝造成了损失,房屋
长青国家级自然保护区华阳保护站,暴雨洪涝造成了损失,华阳保护站
长青国家级自然保护区华阳保护站,暴雨洪涝造成了损失,办公楼
长青国家级自然保护区华阳保护站,暴雨洪涝造成了损失,招待所
周至,暴雨洪涝造成了损失,房屋
周至,暴雨洪涝造成了损失,华阳保护站
周至,暴雨洪涝造成了损失,办公楼
周至,暴雨洪涝造成了损失,招待所
汉中市,暴雨洪涝造成了损失,房屋
汉中市,暴雨洪涝造成了损失,华阳保护站
汉中市,暴雨洪涝造成了损失,办公楼
汉中市,暴雨洪涝造成了损失,招待所
洋县,暴雨洪涝造成了损失,房屋
洋县,暴雨洪涝造成了损失,华阳保护站
